rain_mm,rain_sum_1h,rain_sum_3h,rain_sum_6h,rain_sum_12h,rain_sum_24h,rain_max_3h,rain_max_6h,drainage_score,slope_pct,elevation_m,humidity_pct,temp_c,flooded
23.936793898692365,26.346999189252777,35.364739474715066,42.27435654918398,49.69172054387316,98.35535135280583,47.67913199936718,15.215732327304805,0.4041098477429571,3.1335561668284866,27.540402885808632,62.8486610821544,27.49816630013224,0
14.944647302155875,15.92513586584784,17.959863290823797,34.020100921350206,57.03151945791911,85.12012346198783,42.91088480760088,45.727490494409466,0.22150105085385274,0.8040888755824962,43.0129956087741,60.40014368352714,26.812868932899107,0
13.822835843709536,16.876736199088377,17.546472319341092,28.352050183089514,40.39767526547631,56.10910073219169,37.50680784347593,77.86075629731148,0.5120233891087593,2.6596289934373254,36.0848049854491,74.96076866348699,30.39017843707824,0
13.823022943318007,15.226439020897878,23.999943552226263,25.5855492448501,35.193084168602574,60.770471371709505,8.50972398842341,58.524667955320744,0.5488417555934738,0.135377740318217,20.440481122995724,74.36181580175199,25.370981439096674,0
46.49714412230651,47.53210701449864,51.4261564042874,62.743167610552334,68.72721460604558,116.79531086166706,9.775850868905874,14.964133400699868,0.5383263720099121,1.651322107221969,34.12219312033376,94.5936457523952,30.591300097538983,0
28.667062309642223,31.249925451872116,36.667535094547745,54.827906002980995,60.37407380263604,83.16290777623021,27.175160563923008,23.255261305430395,0.5650737914801053,3.418234545996012,44.3809992930474,76.44307264941878,24.016003673889504,0
11.310780017408991,11.338309013211095,21.018967133718682,28.945219643683092,53.30735972167787,98.03128611636038,12.232100713594356,63.992620025179505,0.9487049182391808,2.4717908071164576,4.455426862344542,68.97464293513973,27.88619556895014,0
24.698144734312134,24.73646489755826,25.402112176700488,31.32862821469649,39.689463898935244,84.93949116621084,49.021945858826335,68.90078319693714,0.9022456230962314,4.893520481395042,2.649559704830839,91.19303043610137,26.639211765966976,0
19.989602640646467,21.084946686155757,27.568126760676712,30.437515901037113,47.13053130031588,71.13799227359432,12.133410531233425,53.23862103320136,0.8757170365589394,4.383108600724433,28.567882466227697,77.18737823787525,35.654625479529386,0
2.159149434905854,2.3427562474099597,3.08381047315863,6.112720911865777,26.260141291352852,39.59044761337814,26.93605259587883,55.10962187408716,0.8014168109086272,1.8594468173114411,9.646523832603823,80.97114723237023,32.72690783483975,0
6.712422826877063,7.25255159753052,11.007240882195523,19.662670569031903,35.371465583253055,74.35378194960579,21.385447557867742,11.983621526836925,0.9434281072652854,0.3228840532141456,40.53196890495344,63.348404864987444,28.195840565546852,0
21.061656373481632,22.75595962017539,30.794105072109858,42.70770155534045,48.385367863746275,70.84585982430572,33.77238896543441,67.99711817070559,0.09849464167940325,4.2435688705635926,14.415042461191183,73.4020742565421,25.114141038367446,0
